timestamp,rmssd,coverage,low_frequency,high_frequency
2023-05-23T00:35:00,46.747,0.999,518.824,466.377
2023-05-23T00:40:00,38.738,1.005,191.342,398.41
2023-05-23T01:15:00,63.972,0.738,977.238,651.832
2023-05-23T01:20:00,68.768,0.991,273.128,900.045
2023-05-23T01:25:00,76.381,1.002,533.263,1184.651
2023-05-23T01:30:00,74.439,1.003,2018.304,1365.147
2023-05-23T01:35:00,56.733,1.001,1246.672,895.168
2023-05-23T01:40:00,43.19,0.997,285.685,305.12
2023-05-23T01:45:00,60.091,0.922,2391.54,886.635
2023-05-23T01:50:00,46.918,0.999,1023.932,478.773
2023-05-23T01:55:00,49.979,0.932,2180.983,557.743
2023-05-23T02:00:00,45.761,0.965,653.227,478.004
2023-05-23T02:05:00,54.552,0.976,3675.454,592.449
2023-05-23T02:10:00,48.545,1.003,114.09,530.083
2023-05-23T02:15:00,42.933,1.001,112.455,364.091
2023-05-23T02:20:00,40.162,1.005,181.741,321.144
2023-05-23T02:25:00,46.207,1.003,1534.205,394.858
2023-05-23T02:30:00,46.662,1.004,501.479,386.089
2023-05-23T02:35:00,46.476,0.894,962.329,218.533
2023-05-23T02:40:00,46.347,0.99,289.597,426.094
2023-05-23T02:45:00,40.654,1.004,130.926,359.42
2023-05-23T02:50:00,50.594,1.005,842.056,508.371
2023-05-23T02:55:00,50.682,0.922,3716.559,760.032
2023-05-23T03:00:00,60.218,0.966,6038.168,808.068
2023-05-23T03:05:00,51.899,0.995,382.649,411.968
2023-05-23T03:10:00,70.276,0.91,1108.381,1129.242
2023-05-23T03:15:00,62.33,1.004,348.024,765.432
2023-05-23T03:20:00,43.51,0.974,1175.033,437.602
2023-05-23T03:25:00,63.62,0.867,3763.169,1264.841
2023-05-23T03:30:00,78.621,0.985,1669.972,1394.9
2023-05-23T03:35:00,72.316,0.968,1587.31,1168.085
2023-05-23T03:40:00,70.105,1.004,431.271,1167.111
2023-05-23T03:45:00,72.755,0.963,438.047,1546.492
2023-05-23T03:50:00,74.314,1.003,626.576,1200.797
2023-05-23T03:55:00,61.899,0.995,914.101,653.165
2023-05-23T04:00:00,76.058,1.007,664.757,1211.868
2023-05-23T04:05:00,72.085,0.961,2904.285,841.512
2023-05-23T04:10:00,81.222,0.98,290.965,1603.115
2023-05-23T04:15:00,82.04,1.004,767.016,1230.492
2023-05-23T04:20:00,88.007,1.005,2633.696,1454.526
2023-05-23T04:25:00,73.023,1.003,1492.269,1207.031
2023-05-23T04:30:00,50.896,1.003,693.448,805.638
2023-05-23T04:35:00,57.115,0.996,767.05,599.284
2023-05-23T04:40:00,43.19,0.998,780.029,337.516
2023-05-23T04:45:00,42.021,0.882,3269.351,386.945
2023-05-23T04:50:00,63.544,0.965,1055.673,761.463
2023-05-23T04:55:00,52.643,0.989,3395.375,422.959
2023-05-23T05:00:00,63.562,1.003,655.563,885.029
2023-05-23T05:05:00,60.933,1.004,1144.083,844.947
2023-05-23T05:10:00,62.527,0.799,873.125,409.65
2023-05-23T05:15:00,74.54,1.002,882.319,1331.002
2023-05-23T05:20:00,71.883,1.005,1277.064,1656.032
2023-05-23T05:25:00,77.436,1.002,438.867,1967.397
2023-05-23T05:35:00,86.2,0.998,1450.628,1833.078
2023-05-23T05:40:00,75.512,0.904,2083.251,1313.808
2023-05-23T05:45:00,62.964,0.946,2113.828,950.805
2023-05-23T05:50:00,69.858,1.002,813.552,1155.493
2023-05-23T05:55:00,45.886,0.997,705.074,600.949
2023-05-23T06:00:00,43.076,0.997,276.617,340.85
2023-05-23T06:05:00,47.029,0.978,335.587,286.644
2023-05-23T06:10:00,51.018,0.836,4117.855,418.125
2023-05-23T06:15:00,54.441,0.961,2828.472,579.74
2023-05-23T06:20:00,49.649,0.931,1854.112,486.102
2023-05-23T06:25:00,39.44,0.866,960.521,263.421
2023-05-23T06:30:00,41.679,0.85,3994.581,781.605
2023-05-23T06:35:00,36.039,0.804,6120.73,245.795
2023-05-23T06:40:00,36.158,0.879,1659.498,198.84
2023-05-23T06:45:00,40.86,0.912,2260.55,413.844
2023-05-23T06:50:00,39.274,0.928,3184.742,264.672
