timestamp,rmssd,coverage,low_frequency,high_frequency
2023-07-27T05:20:00,58.752,0.912,663.033,577.019
2023-07-27T05:25:00,57.573,0.931,177.356,486.922
2023-07-27T05:30:00,60.228,1.002,395.203,640.763
2023-07-27T05:35:00,63.907,1.003,252.285,671.505
2023-07-27T05:40:00,59.621,0.974,1409.038,619.145
2023-07-27T05:45:00,47.165,0.965,2102.358,418.145
2023-07-27T05:50:00,38.012,1.001,87.766,236.962
2023-07-27T05:55:00,47.91,1.0,1356.216,338.94
2023-07-27T06:00:00,50.148,0.975,749.709,356.417
2023-07-27T06:05:00,43.947,0.999,328.871,289.597
2023-07-27T06:10:00,48.072,0.997,989.82,389.966
2023-07-27T06:15:00,52.857,0.988,1493.709,524.623
2023-07-27T06:20:00,45.934,0.865,2150.075,629.542
2023-07-27T06:25:00,56.951,0.969,1460.311,615.611
2023-07-27T06:30:00,66.706,0.919,1481.011,810.494
2023-07-27T06:35:00,69.933,0.815,5216.648,2484.873
2023-07-27T06:40:00,52.757,1.004,855.752,504.132
2023-07-27T06:45:00,55.97,0.931,1586.485,617.438
2023-07-27T06:50:00,50.816,1.001,190.692,450.402
2023-07-27T06:55:00,43.304,1.007,302.182,255.228
2023-07-27T07:00:00,47.837,1.003,561.93,285.705
2023-07-27T07:05:00,38.471,1.003,343.676,216.361
2023-07-27T07:10:00,43.56,1.004,1027.132,278.306
2023-07-27T07:15:00,48.192,0.997,616.643,376.041
2023-07-27T07:20:00,50.938,0.883,1563.113,364.91
2023-07-27T07:25:00,45.797,0.989,706.084,318.749
2023-07-27T07:30:00,45.162,1.004,1660.049,399.858
2023-07-27T07:35:00,40.154,1.002,1185.648,312.219
2023-07-27T07:40:00,39.348,0.986,1915.282,236.159
2023-07-27T07:45:00,64.289,0.905,1001.691,768.674
2023-07-27T07:50:00,57.341,1.002,286.276,637.973
2023-07-27T07:55:00,38.371,1.007,105.273,246.82
2023-07-27T08:00:00,43.358,0.865,3540.934,605.118
2023-07-27T08:05:00,39.099,1.001,323.23,274.502
2023-07-27T08:10:00,34.316,1.003,693.762,158.785
2023-07-27T08:15:00,37.83,0.993,265.172,189.666
2023-07-27T08:20:00,42.581,1.006,533.885,281.459
2023-07-27T08:25:00,45.978,0.863,2898.14,228.038
2023-07-27T08:30:00,51.603,0.94,1458.765,309.456
2023-07-27T08:35:00,48.389,1.002,2925.421,795.87
2023-07-27T08:40:00,56.474,0.997,823.436,603.73
2023-07-27T08:45:00,47.948,0.938,1140.424,632.204
2023-07-27T08:50:00,58.688,0.967,745.356,703.059
2023-07-27T08:55:00,67.481,0.924,1166.911,746.498
2023-07-27T09:00:00,45.242,0.984,1620.571,456.463
2023-07-27T09:05:00,54.237,0.935,1400.962,511.925
2023-07-27T09:10:00,53.014,1.001,530.329,518.188
2023-07-27T09:15:00,51.156,0.979,2700.716,428.76
2023-07-27T09:20:00,51.767,1.003,511.623,430.839
2023-07-27T09:25:00,54.85,1.003,529.373,552.747
2023-07-27T09:30:00,57.375,1.003,1109.486,491.842
2023-07-27T09:35:00,52.752,1.005,813.07,435.575
2023-07-27T09:40:00,52.304,1.002,493.145,527.272
2023-07-27T09:45:00,51.946,1.004,883.5,464.246
2023-07-27T09:50:00,38.299,0.931,703.349,282.976
2023-07-27T09:55:00,43.265,0.984,629.457,321.567
2023-07-27T10:00:00,39.367,1.002,1160.319,255.476
2023-07-27T10:05:00,37.856,0.919,843.611,256.457
2023-07-27T10:10:00,37.987,0.936,987.222,223.753
2023-07-27T10:15:00,22.62,0.904,308.208,116.685
2023-07-27T10:20:00,65.563,0.871,4386.365,711.027
2023-07-27T10:25:00,48.892,0.947,3833.645,649.043
2023-07-27T10:30:00,57.879,0.981,1440.416,708.328
2023-07-27T10:35:00,52.952,0.964,2617.92,639.314
2023-07-27T10:40:00,58.236,0.968,2782.774,839.243
2023-07-27T10:45:00,55.676,1.006,1207.759,694.312
2023-07-27T10:50:00,69.638,1.0,843.633,1134.727
2023-07-27T10:55:00,59.305,1.003,1001.476,785.934
2023-07-27T11:00:00,49.002,0.788,1245.486,417.295
2023-07-27T11:05:00,53.979,0.917,2529.785,507.454
