timestamp,rmssd,coverage,low_frequency,high_frequency
2023-03-24T00:00:00,50.952,1.001,202.429,548.237
2023-03-24T00:05:00,46.552,1.003,229.136,456.189
2023-03-24T00:10:00,46.991,0.996,255.543,476.979
2023-03-24T00:15:00,44.971,0.975,555.664,492.509
2023-03-24T00:20:00,42.943,0.995,545.363,430.063
2023-03-24T00:25:00,30.085,0.997,1094.44,192.827
2023-03-24T00:30:00,38.232,0.967,3247.768,433.79
2023-03-24T00:35:00,51.663,0.994,617.123,612.842
2023-03-24T00:40:00,47.28,1.005,776.518,547.39
2023-03-24T00:45:00,42.606,1.004,305.13,403.219
2023-03-24T00:50:00,37.615,1.001,566.234,337.487
2023-03-24T00:55:00,37.499,1.003,332.177,344.601
2023-03-24T01:00:00,36.13,1.006,183.556,296.466
2023-03-24T01:05:00,39.864,0.965,379.454,302.91
2023-03-24T01:10:00,45.301,0.958,1426.183,525.036
2023-03-24T01:15:00,37.902,0.968,2755.342,382.287
2023-03-24T01:20:00,28.599,0.902,1131.603,226.884
2023-03-24T01:25:00,38.038,0.882,1478.785,277.563
2023-03-24T01:30:00,50.321,1.004,713.843,560.811
2023-03-24T01:35:00,38.077,0.984,1337.448,519.779
2023-03-24T01:40:00,31.926,0.908,1136.617,253.36
2023-03-24T01:45:00,27.436,0.997,493.944,105.079
2023-03-24T01:50:00,29.092,0.9,277.684,95.404
2023-03-24T01:55:00,31.202,0.969,115.586,176.914
2023-03-24T02:00:00,25.133,1.001,462.56,134.051
2023-03-24T02:05:00,26.118,0.992,309.651,125.383
2023-03-24T02:10:00,27.013,1.006,159.744,106.846
2023-03-24T02:15:00,26.073,0.933,864.661,105.229
2023-03-24T02:20:00,27.119,1.004,214.39,121.344
2023-03-24T02:25:00,28.44,0.994,376.011,163.71
2023-03-24T02:30:00,27.427,1.004,144.254,121.404
2023-03-24T02:35:00,30.937,0.884,488.572,134.012
2023-03-24T02:40:00,36.478,0.988,915.393,207.517
2023-03-24T02:45:00,23.221,0.889,461.514,94.772
2023-03-24T02:50:00,33.902,1.006,767.494,274.125
2023-03-24T02:55:00,53.109,0.961,6161.109,676.685
2023-03-24T03:00:00,58.375,0.984,2399.239,606.209
2023-03-24T03:05:00,54.869,0.999,709.205,694.183
2023-03-24T03:10:00,46.114,1.002,1751.469,347.181
2023-03-24T03:15:00,53.259,0.901,1884.345,459.253
2023-03-24T03:20:00,48.882,0.962,295.656,396.697
2023-03-24T03:25:00,29.533,1.001,316.915,144.588
2023-03-24T03:30:00,32.284,0.974,309.011,140.13
2023-03-24T03:35:00,30.07,0.906,624.922,115.453
2023-03-24T03:40:00,28.063,1.005,598.25,163.184
2023-03-24T03:45:00,27.312,1.004,387.607,126.58
2023-03-24T03:50:00,71.725,0.921,2984.6,1021.077
2023-03-24T03:55:00,61.204,0.914,719.342,606.686
2023-03-24T04:00:00,48.397,0.99,1289.334,548.966
2023-03-24T04:05:00,41.1,0.925,2775.345,276.847
2023-03-24T04:10:00,31.38,0.966,1658.836,258.471
2023-03-24T04:15:00,38.761,0.901,858.504,285.756
2023-03-24T04:20:00,47.975,0.912,770.225,412.551
2023-03-24T04:25:00,45.087,0.903,1124.479,390.35
2023-03-24T04:30:00,36.078,0.961,1064.837,202.048
2023-03-24T04:35:00,32.727,0.96,1635.813,245.341
2023-03-24T04:40:00,29.678,0.879,329.706,133.496
2023-03-24T04:55:00,43.468,0.855,716.267,498.269
2023-03-24T05:00:00,38.348,0.986,713.025,266.703
2023-03-24T05:05:00,37.835,1.004,377.934,246.234
2023-03-24T05:10:00,29.047,0.961,163.647,127.137
2023-03-24T05:15:00,31.724,0.997,170.708,164.194
2023-03-24T05:20:00,30.676,1.005,434.7,165.058
2023-03-24T05:25:00,34.434,0.864,2643.958,167.785
2023-03-24T05:30:00,53.464,0.995,1046.751,528.19
2023-03-24T05:35:00,38.78,0.933,1236.132,166.603
2023-03-24T05:40:00,52.042,0.982,1314.072,679.38
2023-03-24T05:45:00,36.346,0.942,4730.236,341.083
2023-03-24T05:50:00,49.962,0.983,1576.734,323.133
2023-03-24T05:55:00,56.457,0.927,2862.45,583.771
2023-03-24T06:00:00,41.399,0.931,696.807,257.355
2023-03-24T06:05:00,35.55,0.952,1155.6,436.062
2023-03-24T06:10:00,34.426,0.999,5491.933,684.629
2023-03-24T06:15:00,36.485,1.003,604.81,192.169
2023-03-24T06:20:00,43.11,0.904,2328.71,318.194
2023-03-24T06:25:00,44.657,1.005,1003.866,452.658
2023-03-24T06:30:00,50.065,0.993,1915.717,489.5
2023-03-24T06:35:00,45.279,0.879,1225.499,449.727
2023-03-24T06:40:00,70.086,0.966,1267.27,1121.772
2023-03-24T06:45:00,66.783,0.992,1248.769,935.707
2023-03-24T06:50:00,63.984,0.997,518.002,921.916
2023-03-24T06:55:00,67.076,1.005,406.447,922.095
2023-03-24T07:00:00,65.705,1.001,606.876,888.759
2023-03-24T07:05:00,65.206,1.006,363.965,742.133
2023-03-24T07:10:00,64.036,0.996,228.119,732.675
2023-03-24T07:15:00,59.701,1.003,425.857,643.685
2023-03-24T07:20:00,60.538,0.869,3709.278,600.548
2023-03-24T07:25:00,66.563,0.832,1835.629,634.572
2023-03-24T07:30:00,62.581,0.989,770.384,660.899
2023-03-24T07:35:00,66.443,0.909,2596.534,817.603
2023-03-24T07:40:00,62.04,0.814,680.938,761.429
2023-03-24T07:45:00,56.821,0.853,4902.583,591.231
