timestamp,rmssd,coverage,low_frequency,high_frequency
2023-11-22T00:00:00,44.097,0.999,219.703,481.502
2023-11-22T00:05:00,44.715,0.991,168.583,490.972
2023-11-22T00:10:00,44.264,1.002,943.694,531.288
2023-11-22T00:15:00,55.235,0.863,2106.013,527.048
2023-11-22T00:20:00,59.996,1.001,1415.065,781.602
2023-11-22T00:25:00,53.265,1.002,1605.492,617.982
2023-11-22T00:30:00,52.833,1.003,2104.226,547.18
2023-11-22T00:35:00,47.769,1.004,4442.96,642.505
2023-11-22T00:40:00,45.091,0.928,2267.935,310.366
2023-11-22T00:45:00,42.772,0.998,1018.592,498.559
2023-11-22T00:50:00,30.544,1.002,406.923,142.882
2023-11-22T00:55:00,44.268,1.003,2450.755,571.666
2023-11-22T01:00:00,41.097,0.97,954.397,555.227
2023-11-22T01:05:00,46.073,0.807,610.691,692.891
2023-11-22T01:10:00,30.983,0.986,285.2,257.811
2023-11-22T01:15:00,32.518,1.001,458.427,237.484
2023-11-22T01:20:00,33.928,1.004,955.043,305.942
2023-11-22T01:25:00,34.993,0.845,832.996,201.667
2023-11-22T01:30:00,36.975,0.837,905.398,320.575
2023-11-22T01:35:00,36.153,1.002,358.617,338.377
2023-11-22T01:40:00,35.934,0.966,275.742,247.366
2023-11-22T01:45:00,36.766,0.976,140.155,356.935
2023-11-22T01:50:00,33.919,1.004,322.339,268.986
2023-11-22T01:55:00,36.614,1.003,496.564,316.513
2023-11-22T02:00:00,42.041,0.994,727.878,407.372
2023-11-22T02:05:00,47.064,0.982,504.248,527.37
2023-11-22T02:10:00,48.485,1.005,959.431,516.312
2023-11-22T02:15:00,39.469,0.958,1770.837,389.055
2023-11-22T02:20:00,33.914,0.997,325.612,264.962
2023-11-22T02:25:00,33.267,0.998,463.651,240.179
2023-11-22T02:30:00,46.902,0.956,250.673,478.09
2023-11-22T02:35:00,50.347,0.979,549.749,511.154
2023-11-22T02:40:00,54.513,1.003,496.128,780.507
2023-11-22T02:45:00,42.144,0.995,1716.675,401.97
2023-11-22T02:50:00,43.542,0.946,1321.801,373.888
2023-11-22T02:55:00,41.595,0.855,3294.478,406.083
2023-11-22T03:00:00,47.38,0.987,663.316,384.803
2023-11-22T03:05:00,43.696,1.002,241.609,385.373
2023-11-22T03:10:00,42.744,0.924,448.993,376.246
2023-11-22T03:20:00,54.71,0.917,5329.707,818.485
2023-11-22T03:25:00,41.908,0.892,1399.378,447.149
2023-11-22T03:30:00,35.995,1.001,334.861,204.021
2023-11-22T03:35:00,23.176,1.004,856.378,164.293
2023-11-22T03:40:00,12.452,0.983,126.101,36.809
2023-11-22T03:45:00,31.275,0.876,1626.807,318.141
2023-11-22T03:50:00,58.312,0.886,2294.33,683.073
2023-11-22T03:55:00,49.531,0.815,1441.165,443.595
2023-11-22T04:00:00,42.309,0.993,1152.445,337.657
2023-11-22T04:05:00,41.532,0.987,6825.646,320.962
2023-11-22T04:10:00,39.719,0.948,902.029,412.252
2023-11-22T04:15:00,47.903,0.958,1799.432,472.435
2023-11-22T04:20:00,47.895,0.99,583.939,556.876
2023-11-22T04:25:00,44.942,0.917,545.35,319.778
2023-11-22T04:30:00,44.036,1.003,431.946,484.403
2023-11-22T04:35:00,39.914,1.004,571.578,280.32
2023-11-22T04:40:00,32.264,0.987,1481.06,171.2
2023-11-22T04:45:00,33.258,1.004,810.793,202.735
2023-11-22T04:50:00,67.258,0.735,2372.733,843.559
