timestamp,rmssd,coverage,low_frequency,high_frequency
2024-02-22T00:00:00,44.456,0.998,1391.975,507.065
2024-02-22T00:10:00,46.253,1.004,223.188,450.384
2024-02-22T00:15:00,52.938,1.002,350.684,514.912
2024-02-22T00:20:00,50.635,1.006,942.899,410.262
2024-02-22T00:25:00,52.43,1.002,292.955,469.022
2024-02-22T00:30:00,48.11,1.002,276.044,405.603
2024-02-22T00:35:00,48.305,1.001,251.53,464.276
2024-02-22T00:40:00,54.08,1.004,769.222,546.257
2024-02-22T00:45:00,53.026,0.812,462.817,496.134
2024-02-22T00:50:00,52.186,0.95,1021.557,582.595
2024-02-22T00:55:00,56.99,0.956,1241.992,637.325
2024-02-22T01:00:00,55.668,1.003,2855.428,560.762
2024-02-22T01:05:00,67.334,0.99,964.841,1078.985
2024-02-22T01:10:00,52.493,1.005,677.934,1102.632
2024-02-22T01:15:00,62.051,1.002,451.202,1378.315
2024-02-22T01:20:00,50.553,1.005,1289.809,759.025
2024-02-22T01:25:00,63.053,1.0,792.117,1245.136
2024-02-22T01:30:00,54.064,0.995,1878.535,658.269
2024-02-22T01:35:00,50.636,0.996,504.989,753.424
2024-02-22T01:40:00,40.395,0.957,372.256,349.572
2024-02-22T01:45:00,35.498,1.003,981.99,283.643
2024-02-22T01:50:00,43.375,0.969,1256.637,455.771
2024-02-22T01:55:00,42.366,0.976,554.869,364.546
2024-02-22T02:00:00,53.561,0.995,777.465,703.744
2024-02-22T02:05:00,53.978,0.981,829.781,471.032
2024-02-22T02:10:00,52.047,0.994,818.776,509.362
2024-02-22T02:15:00,49.165,0.984,664.183,499.077
2024-02-22T02:20:00,44.461,0.993,1156.211,531.188
2024-02-22T02:25:00,42.731,0.991,1870.306,513.778
2024-02-22T02:30:00,43.252,0.837,1141.026,362.863
2024-02-22T02:35:00,72.426,1.0,474.192,1163.139
2024-02-22T02:40:00,69.502,0.936,2685.522,1075.954
2024-02-22T02:45:00,70.273,1.001,528.31,1228.564
2024-02-22T03:15:00,55.276,1.002,5271.508,540.426
2024-02-22T03:20:00,43.402,1.003,1719.599,428.162
2024-02-22T03:25:00,58.257,0.777,1155.273,553.639
2024-02-22T03:30:00,68.333,0.877,5621.702,1738.053
2024-02-22T03:35:00,60.832,0.995,952.629,1015.792
2024-02-22T03:40:00,52.076,0.921,902.443,525.448
2024-02-22T03:45:00,55.058,1.006,2035.811,500.752
2024-02-22T03:50:00,60.027,1.003,1350.829,560.762
2024-02-22T03:55:00,62.339,1.003,813.67,750.422
2024-02-22T04:00:00,55.662,0.972,3007.651,578.342
2024-02-22T04:05:00,50.502,0.995,890.021,378.385
