timestamp,rmssd,coverage,low_frequency,high_frequency
2023-11-29T03:05:00,31.919,0.832,472.204,181.276
2023-11-29T03:10:00,32.981,0.72,2380.718,189.158
2023-11-29T03:15:00,26.703,0.925,667.569,166.859
2023-11-29T03:20:00,34.389,0.946,2458.53,414.877
2023-11-29T03:25:00,31.251,0.794,381.918,261.839
2023-11-29T03:30:00,35.16,0.859,832.147,272.371
2023-11-29T03:50:00,35.906,0.893,1745.283,326.131
2023-11-29T03:55:00,41.65,0.986,1094.34,346.621
2023-11-29T04:00:00,47.444,1.005,521.872,523.675
2023-11-29T04:05:00,43.829,0.997,677.475,445.1
2023-11-29T04:10:00,42.624,0.952,361.354,399.693
2023-11-29T04:15:00,45.46,1.003,369.636,411.479
2023-11-29T04:20:00,46.091,1.004,799.598,452.773
2023-11-29T04:25:00,40.474,1.005,391.709,416.353
2023-11-29T04:30:00,35.78,1.002,201.7,207.568
2023-11-29T04:35:00,38.197,0.948,338.659,260.709
2023-11-29T04:40:00,35.829,0.97,1718.363,284.156
2023-11-29T04:45:00,31.389,0.942,547.21,211.041
2023-11-29T04:50:00,30.268,1.003,1558.697,145.33
2023-11-29T04:55:00,41.143,0.883,1144.423,477.475
2023-11-29T05:00:00,40.962,0.979,481.782,439.837
2023-11-29T05:05:00,36.851,0.926,1134.992,255.066
2023-11-29T05:10:00,35.591,0.997,593.798,267.792
2023-11-29T05:15:00,26.113,0.886,665.238,165.896
2023-11-29T05:20:00,38.965,0.957,1912.577,350.948
2023-11-29T05:25:00,27.901,1.004,505.154,183.448
2023-11-29T05:30:00,25.827,1.003,225.516,116.91
2023-11-29T05:35:00,23.609,1.005,569.836,105.228
2023-11-29T05:40:00,25.131,1.002,205.298,92.86
2023-11-29T05:45:00,25.692,1.005,285.275,91.905
2023-11-29T05:50:00,35.589,0.837,404.108,205.234
2023-11-29T05:55:00,34.022,1.001,712.655,195.514
2023-11-29T06:00:00,34.215,1.006,605.338,255.493
2023-11-29T06:05:00,33.896,0.99,528.274,180.099
2023-11-29T06:10:00,36.285,1.002,788.769,287.215
2023-11-29T06:15:00,31.956,0.916,680.433,184.838
2023-11-29T06:20:00,35.431,0.936,466.74,228.439
2023-11-29T06:25:00,35.169,0.946,1074.19,268.067
2023-11-29T06:30:00,31.758,1.001,1376.386,242.727
2023-11-29T06:35:00,32.629,0.933,1289.845,225.435
2023-11-29T06:40:00,35.358,0.914,2281.866,205.639
2023-11-29T06:45:00,36.856,0.91,830.958,326.632
2023-11-29T06:50:00,41.052,0.958,848.424,316.554
2023-11-29T06:55:00,41.33,0.962,541.582,334.226
2023-11-29T07:00:00,36.816,1.002,315.242,217.166
2023-11-29T07:05:00,31.559,1.006,164.461,169.968
2023-11-29T07:10:00,36.135,1.002,416.939,211.227
2023-11-29T07:15:00,31.657,1.004,347.597,162.865
2023-11-29T07:20:00,35.84,1.003,496.118,167.467
2023-11-29T07:25:00,31.112,1.006,430.501,160.788
2023-11-29T07:30:00,30.735,1.004,282.451,139.047
2023-11-29T07:35:00,30.857,1.004,186.494,131.245
2023-11-29T07:40:00,30.899,1.003,634.58,124.295
2023-11-29T07:45:00,35.83,0.765,1446.034,163.024
2023-11-29T07:50:00,51.159,0.975,4215.975,427.491
2023-11-29T07:55:00,46.123,0.769,2251.42,506.247
2023-11-29T08:05:00,46.411,0.974,721.247,406.856
2023-11-29T08:10:00,46.384,0.756,2997.838,464.565
2023-11-29T08:15:00,41.87,0.865,1626.033,405.681
2023-11-29T08:20:00,44.129,0.921,1191.14,352.251
2023-11-29T08:25:00,45.697,0.961,1548.99,367.921
2023-11-29T08:30:00,49.767,0.884,3037.461,460.392
2023-11-29T08:35:00,47.466,0.941,1779.446,406.231
2023-11-29T08:40:00,41.342,0.783,301.862,194.686
2023-11-29T08:45:00,52.351,1.003,1399.202,527.877
2023-11-29T08:50:00,50.005,1.004,925.356,518.855
2023-11-29T08:55:00,44.349,0.769,5034.187,341.351
