timestamp,rmssd,coverage,low_frequency,high_frequency
2023-10-21T00:50:00,48.535,0.863,626.417,296.775
2023-10-21T00:55:00,46.906,0.992,560.016,476.554
2023-10-21T01:00:00,51.032,0.975,312.557,520.28
2023-10-21T01:05:00,53.524,0.963,333.415,611.162
2023-10-21T01:10:00,49.509,0.953,438.17,390.53
2023-10-21T01:15:00,51.713,0.997,229.797,495.428
2023-10-21T01:20:00,46.917,1.004,210.351,472.76
2023-10-21T01:25:00,39.215,0.954,364.74,253.153
2023-10-21T01:30:00,48.226,1.007,209.168,413.339
2023-10-21T01:35:00,46.478,1.002,311.168,470.924
2023-10-21T01:40:00,40.813,0.989,487.45,325.892
2023-10-21T01:45:00,45.402,1.004,563.915,346.461
2023-10-21T01:50:00,50.2,0.99,1212.184,503.609
2023-10-21T01:55:00,49.424,1.0,813.728,429.519
2023-10-21T02:00:00,49.474,1.002,673.442,443.521
2023-10-21T02:05:00,54.597,0.953,1926.812,548.85
2023-10-21T02:10:00,41.586,0.947,174.703,391.124
2023-10-21T02:15:00,46.239,0.942,414.306,514.607
2023-10-21T02:20:00,51.704,0.943,619.182,586.952
2023-10-21T02:25:00,54.865,0.965,249.786,585.287
2023-10-21T02:30:00,56.798,0.961,599.0,568.094
2023-10-21T02:35:00,57.141,0.947,440.434,596.833
2023-10-21T02:40:00,50.18,1.005,708.873,491.265
2023-10-21T02:45:00,54.993,0.956,772.722,806.215
2023-10-21T02:50:00,41.869,1.0,685.171,495.82
2023-10-21T02:55:00,33.511,0.997,365.472,180.172
2023-10-21T03:00:00,41.954,0.946,941.964,277.914
2023-10-21T03:05:00,52.345,1.001,2018.852,678.935
2023-10-21T03:10:00,57.482,1.004,976.822,735.272
2023-10-21T03:15:00,41.199,0.886,1113.194,283.959
2023-10-21T03:20:00,55.636,0.913,286.482,607.374
2023-10-21T03:25:00,55.22,1.003,390.733,618.25
2023-10-21T03:30:00,59.907,0.965,539.702,603.399
2023-10-21T03:35:00,55.043,1.006,617.254,560.036
2023-10-21T03:40:00,51.88,1.004,348.964,429.373
2023-10-21T03:45:00,55.27,0.995,389.177,546.986
2023-10-21T03:50:00,39.746,1.002,298.869,250.954
2023-10-21T03:55:00,35.955,1.003,203.735,190.505
2023-10-21T04:00:00,49.938,1.004,379.643,539.228
2023-10-21T04:05:00,40.264,0.921,377.531,193.951
2023-10-21T04:10:00,39.175,0.892,1511.259,324.393
2023-10-21T04:15:00,38.535,1.003,1156.226,200.018
2023-10-21T04:20:00,31.117,0.859,559.116,146.282
2023-10-21T04:25:00,37.976,0.984,1580.899,249.027
2023-10-21T04:30:00,36.96,0.964,1331.89,303.524
2023-10-21T04:35:00,35.141,0.946,306.946,234.575
2023-10-21T04:40:00,36.562,0.94,528.966,183.292
2023-10-21T04:45:00,43.261,0.934,260.456,307.166
2023-10-21T04:50:00,62.017,0.875,463.301,713.022
2023-10-21T04:55:00,55.594,1.005,238.55,694.957
2023-10-21T05:00:00,53.466,1.001,725.383,520.645
2023-10-21T05:05:00,64.829,1.004,1440.411,909.489
2023-10-21T05:10:00,63.213,0.996,636.945,690.339
2023-10-21T05:15:00,72.399,0.935,2012.52,1033.299
2023-10-21T05:20:00,78.909,0.996,414.149,992.425
2023-10-21T05:25:00,78.487,1.007,742.89,1083.305
2023-10-21T05:30:00,74.583,0.987,910.235,1156.371
2023-10-21T05:35:00,38.792,0.995,687.116,210.927
2023-10-21T05:40:00,33.588,0.952,351.977,150.839
2023-10-21T05:45:00,37.892,0.974,3049.263,292.354
2023-10-21T05:50:00,35.783,0.97,1351.984,200.018
2023-10-21T05:55:00,38.61,0.91,2374.574,359.482
2023-10-21T06:00:00,37.425,0.986,1908.401,274.012
2023-10-21T06:05:00,60.669,0.846,2328.995,881.226
2023-10-21T06:10:00,53.992,1.001,528.104,508.774
2023-10-21T06:15:00,39.897,0.994,232.869,243.205
2023-10-21T06:20:00,37.224,0.987,654.859,231.335
2023-10-21T06:25:00,43.498,0.955,646.283,398.697
2023-10-21T06:30:00,58.854,0.997,836.792,580.003
2023-10-21T06:35:00,53.791,0.989,583.518,585.779
2023-10-21T06:40:00,51.104,0.763,991.662,285.389
2023-10-21T06:45:00,54.734,0.945,3306.654,554.379
2023-10-21T06:50:00,56.014,0.906,2261.122,777.091
2023-10-21T06:55:00,61.239,0.991,877.113,836.08
2023-10-21T07:00:00,56.527,0.933,2775.428,703.419
2023-10-21T07:05:00,50.238,0.776,866.433,293.231
2023-10-21T07:10:00,68.14,0.869,1653.31,983.398
2023-10-21T07:15:00,56.728,0.749,1583.441,892.661
2023-10-21T07:25:00,89.466,0.995,2200.012,2191.516
2023-10-21T07:30:00,85.114,0.727,2944.284,1345.633
2023-10-21T07:35:00,91.547,0.947,997.34,2450.304
2023-10-21T07:40:00,97.013,0.761,2022.015,1126.75
2023-10-21T07:45:00,113.103,1.003,704.789,3011.4
2023-10-21T07:50:00,114.711,1.001,650.605,3029.437
2023-10-21T07:55:00,95.906,0.96,1318.8,1542.387
2023-10-21T08:00:00,58.277,1.004,900.84,676.33
2023-10-21T08:05:00,59.027,0.838,1825.462,460.019
2023-10-21T08:10:00,72.101,1.002,1663.653,789.34
2023-10-21T08:15:00,41.622,1.001,1777.057,336.004
2023-10-21T08:20:00,23.172,0.783,243.837,101.697
2023-10-21T08:25:00,58.699,0.753,1600.285,574.759
