timestamp,rmssd,coverage,low_frequency,high_frequency
2023-04-15T00:00:00,48.416,0.949,742.47,494.539
2023-04-15T00:05:00,51.973,0.976,1055.13,595.827
2023-04-15T00:10:00,53.514,0.989,417.448,544.257
2023-04-15T00:15:00,60.709,1.001,335.497,806.227
2023-04-15T00:20:00,56.276,1.001,426.379,700.69
2023-04-15T00:25:00,56.992,1.008,191.276,705.341
2023-04-15T00:30:00,55.276,0.994,680.08,624.972
2023-04-15T00:35:00,58.9,0.984,366.523,763.537
2023-04-15T00:40:00,52.234,1.003,1132.36,669.424
2023-04-15T00:45:00,50.265,0.897,2275.878,656.198
2023-04-15T00:50:00,46.869,0.981,1367.956,534.983
2023-04-15T00:55:00,49.533,0.989,1251.312,485.461
2023-04-15T01:00:00,44.098,1.004,237.879,367.035
2023-04-15T01:05:00,46.233,0.897,2374.029,425.886
2023-04-15T01:10:00,37.945,1.003,243.682,240.544
2023-04-15T01:15:00,35.222,1.003,150.407,202.532
2023-04-15T01:20:00,39.111,0.895,2739.422,253.081
2023-04-15T01:25:00,68.649,1.002,208.424,944.188
2023-04-15T01:30:00,57.735,0.929,501.51,627.912
2023-04-15T01:35:00,55.461,0.992,809.35,631.633
2023-04-15T01:40:00,57.921,1.001,315.248,615.681
2023-04-15T01:45:00,54.578,0.982,800.294,590.336
2023-04-15T01:50:00,61.052,0.953,3667.852,724.31
2023-04-15T01:55:00,71.205,1.002,1124.291,874.685
2023-04-15T02:00:00,63.357,0.998,442.42,658.542
2023-04-15T02:05:00,47.019,0.994,685.572,500.295
2023-04-15T02:10:00,54.061,0.972,1621.735,571.084
2023-04-15T02:20:00,57.156,0.728,841.465,449.405
2023-04-15T02:25:00,54.369,0.931,2336.269,554.354
2023-04-15T02:30:00,62.062,0.887,1170.173,841.165
2023-04-15T02:35:00,64.208,0.998,414.9,739.087
2023-04-15T02:40:00,56.196,1.006,214.358,642.155
2023-04-15T02:45:00,49.455,0.936,416.336,378.753
2023-04-15T02:50:00,38.463,0.886,531.959,209.449
2023-04-15T02:55:00,45.336,0.744,301.335,281.06
2023-04-15T03:00:00,56.265,0.923,710.557,552.679
2023-04-15T03:05:00,58.903,1.003,422.397,694.819
2023-04-15T03:10:00,61.494,0.979,986.228,673.491
2023-04-15T03:15:00,70.979,1.005,738.432,881.755
2023-04-15T03:20:00,66.117,0.996,404.42,936.514
2023-04-15T03:25:00,69.945,0.906,535.666,768.0
2023-04-15T03:30:00,74.308,0.997,455.81,1337.51
2023-04-15T03:35:00,72.378,1.001,397.294,1033.544
2023-04-15T03:40:00,71.984,0.944,1590.428,909.049
2023-04-15T03:45:00,59.636,0.943,1485.303,739.941
2023-04-15T03:50:00,62.355,0.917,2396.845,744.291
2023-04-15T03:55:00,33.335,0.991,362.044,125.986
2023-04-15T04:00:00,52.277,0.99,1201.668,465.097
2023-04-15T04:05:00,56.125,0.86,640.724,515.711
2023-04-15T04:10:00,62.484,0.978,863.252,829.542
2023-04-15T04:15:00,63.212,1.001,173.887,820.435
2023-04-15T04:20:00,63.238,0.896,238.713,765.984
2023-04-15T04:25:00,58.791,1.001,331.894,800.593
2023-04-15T04:30:00,60.08,0.92,947.309,829.474
2023-04-15T04:35:00,65.441,1.004,704.031,795.081
2023-04-15T04:40:00,57.77,1.005,558.277,616.974
2023-04-15T04:45:00,60.737,0.817,2142.557,508.946
2023-04-15T04:50:00,58.178,1.003,675.341,796.838
2023-04-15T04:55:00,50.49,1.003,765.918,643.665
2023-04-15T05:00:00,38.956,0.848,466.182,168.37
2023-04-15T05:05:00,46.211,0.909,914.099,446.48
2023-04-15T05:10:00,49.216,0.932,1917.666,385.416
2023-04-15T05:15:00,39.166,0.977,1730.558,248.021
2023-04-15T05:20:00,39.221,0.984,538.952,362.215
2023-04-15T05:25:00,32.525,0.866,1600.448,149.12
2023-04-15T05:30:00,67.792,0.888,1638.562,846.763
2023-04-15T05:35:00,51.085,0.995,1040.044,537.664
2023-04-15T05:40:00,40.624,0.96,541.614,264.883
2023-04-15T05:45:00,33.976,0.968,308.474,195.128
2023-04-15T05:50:00,37.658,1.0,361.627,284.314
2023-04-15T05:55:00,37.223,1.002,366.814,233.458
2023-04-15T06:00:00,37.362,1.005,216.955,238.794
2023-04-15T06:05:00,34.8,0.921,432.302,201.518
2023-04-15T06:10:00,47.149,1.006,1043.162,495.61
2023-04-15T06:15:00,33.848,1.003,371.514,171.686
2023-04-15T06:20:00,38.052,0.989,1375.411,378.526
2023-04-15T06:25:00,33.462,0.911,543.934,170.776
2023-04-15T06:30:00,69.781,0.975,531.375,916.726
