timestamp,rmssd,coverage,low_frequency,high_frequency
2023-08-05T04:10:00,55.554,0.908,657.865,579.107
2023-08-05T04:15:00,52.029,0.983,510.813,578.136
2023-08-05T04:20:00,54.214,1.005,240.342,527.902
2023-08-05T04:25:00,50.786,1.002,496.193,480.524
2023-08-05T04:30:00,48.808,0.996,149.893,390.9
2023-08-05T04:35:00,44.661,0.968,1164.709,353.268
2023-08-05T04:40:00,48.734,1.002,293.937,353.153
2023-08-05T04:45:00,50.453,1.003,238.329,415.497
2023-08-05T04:50:00,49.295,0.994,239.173,408.825
2023-08-05T04:55:00,45.546,0.99,378.437,329.655
2023-08-05T05:00:00,49.312,0.869,630.144,436.704
2023-08-05T05:05:00,61.491,0.945,1649.385,786.937
2023-08-05T05:10:00,59.555,0.996,925.707,713.257
2023-08-05T05:15:00,57.103,1.0,834.432,876.192
2023-08-05T05:20:00,55.874,1.005,1173.254,694.979
2023-08-05T05:25:00,42.223,0.922,1717.844,404.604
2023-08-05T05:30:00,48.203,0.977,803.723,570.951
2023-08-05T05:35:00,45.35,0.959,4938.959,373.005
2023-08-05T05:40:00,48.466,1.004,240.336,498.469
2023-08-05T05:45:00,41.642,0.959,488.758,292.174
2023-08-05T05:50:00,41.438,1.002,377.563,304.495
2023-08-05T05:55:00,32.639,0.996,263.358,144.723
2023-08-05T06:00:00,31.94,1.003,145.327,151.353
2023-08-05T06:05:00,42.94,0.973,523.931,331.433
2023-08-05T06:10:00,50.973,0.997,188.315,434.899
2023-08-05T06:15:00,53.016,0.906,2078.258,416.431
2023-08-05T06:20:00,56.825,0.979,1034.609,531.442
2023-08-05T06:25:00,66.731,0.836,4085.222,633.877
2023-08-05T06:30:00,49.771,0.967,1537.661,895.668
2023-08-05T06:35:00,48.92,0.735,1741.814,344.533
2023-08-05T06:50:00,37.782,0.907,2293.672,268.337
2023-08-05T06:55:00,60.891,1.004,909.403,790.306
2023-08-05T07:00:00,67.232,0.96,2254.722,721.91
2023-08-05T07:05:00,49.94,0.956,4319.418,331.577
2023-08-05T07:10:00,39.467,1.002,126.457,243.21
2023-08-05T07:15:00,53.314,0.914,6367.56,582.248
