timestamp,rmssd,coverage,low_frequency,high_frequency
2023-05-21T00:00:00,51.242,0.999,273.018,492.254
2023-05-21T00:05:00,55.465,0.994,514.927,635.32
2023-05-21T00:10:00,59.408,0.998,496.256,605.21
2023-05-21T00:15:00,61.86,0.951,1520.914,615.324
2023-05-21T00:20:00,43.323,0.981,1096.648,421.42
2023-05-21T00:25:00,43.034,0.978,1017.767,342.602
2023-05-21T00:30:00,56.144,0.991,836.867,790.331
2023-05-21T00:35:00,53.718,0.992,2848.224,741.944
2023-05-21T00:40:00,55.971,0.84,1433.695,462.458
2023-05-21T00:45:00,53.671,1.005,428.024,677.879
2023-05-21T00:50:00,48.021,0.931,381.54,502.018
2023-05-21T00:55:00,58.921,0.998,381.818,730.759
2023-05-21T01:00:00,53.024,1.001,282.88,527.043
2023-05-21T01:05:00,54.738,1.005,242.794,576.395
2023-05-21T01:10:00,55.147,1.002,160.506,567.135
2023-05-21T01:15:00,59.154,0.964,918.929,591.043
2023-05-21T01:20:00,54.092,0.946,2744.113,718.256
2023-05-21T01:25:00,59.533,0.997,3995.393,829.437
2023-05-21T01:30:00,41.538,1.003,1067.906,300.905
2023-05-21T01:35:00,45.563,0.918,2288.965,702.655
2023-05-21T01:40:00,65.368,1.005,1184.912,1270.968
2023-05-21T01:45:00,63.632,1.005,3545.993,894.807
2023-05-21T01:50:00,65.944,0.96,1303.255,866.455
2023-05-21T01:55:00,62.799,1.003,1237.408,756.802
2023-05-21T02:00:00,55.752,0.991,1108.254,475.362
2023-05-21T02:05:00,53.788,0.962,439.53,492.777
2023-05-21T02:10:00,52.412,0.97,566.905,415.462
2023-05-21T02:15:00,51.642,1.005,504.347,387.783
2023-05-21T02:20:00,48.245,1.002,424.712,353.96
2023-05-21T02:25:00,51.254,1.003,448.73,430.416
2023-05-21T02:30:00,46.425,0.9,599.803,311.738
2023-05-21T02:35:00,60.265,0.816,6596.694,505.966
2023-05-21T02:40:00,47.943,0.955,1073.987,576.034
2023-05-21T02:45:00,45.851,1.002,475.781,593.342
2023-05-21T02:50:00,41.635,1.006,917.095,447.99
2023-05-21T02:55:00,42.783,1.004,932.358,477.535
2023-05-21T03:00:00,38.276,0.98,895.528,313.596
2023-05-21T03:05:00,57.595,0.876,4045.458,672.276
2023-05-21T03:10:00,45.494,0.918,2422.257,438.475
2023-05-21T03:15:00,43.11,1.001,356.096,427.913
2023-05-21T03:20:00,47.153,1.006,464.309,444.41
2023-05-21T03:25:00,46.813,1.002,265.917,487.785
2023-05-21T03:30:00,45.544,1.004,352.104,454.17
2023-05-21T03:35:00,45.919,1.002,426.043,404.935
2023-05-21T03:40:00,43.231,0.994,286.938,337.106
2023-05-21T03:45:00,45.341,1.005,196.225,411.081
2023-05-21T03:50:00,46.52,0.978,2542.992,462.208
2023-05-21T03:55:00,51.69,0.995,1371.382,807.154
2023-05-21T04:00:00,41.875,1.005,518.59,420.103
2023-05-21T04:05:00,36.703,0.908,1513.545,518.299
2023-05-21T04:10:00,35.974,1.001,1956.312,592.316
2023-05-21T04:15:00,48.806,0.934,864.777,729.233
2023-05-21T04:20:00,52.222,1.001,781.534,563.125
2023-05-21T04:25:00,45.959,1.005,250.38,508.142
2023-05-21T04:30:00,45.695,0.93,1666.908,421.552
2023-05-21T04:35:00,41.72,1.002,156.555,401.811
2023-05-21T04:40:00,42.029,1.005,199.513,424.932
2023-05-21T04:45:00,42.391,1.001,599.575,390.47
2023-05-21T04:50:00,43.497,1.005,1671.949,515.629
2023-05-21T04:55:00,41.993,1.004,207.215,421.92
2023-05-21T05:00:00,40.58,0.998,548.732,296.776
2023-05-21T05:05:00,32.353,1.003,576.305,241.153
2023-05-21T05:15:00,48.343,0.731,1572.478,410.602
2023-05-21T05:20:00,45.665,0.84,1472.776,291.219
2023-05-21T05:25:00,51.521,1.004,1277.155,445.448
2023-05-21T05:30:00,63.045,0.932,895.454,512.518
2023-05-21T05:35:00,113.021,0.97,1334.8,2339.731
2023-05-21T05:40:00,121.721,1.006,411.3,2670.647
2023-05-21T05:45:00,47.686,1.001,1126.317,442.301
2023-05-21T05:50:00,51.453,0.944,1987.538,558.916
2023-05-21T05:55:00,36.948,1.002,1242.464,312.204
2023-05-21T06:00:00,38.11,1.001,810.577,400.461
2023-05-21T06:05:00,41.189,0.958,2219.424,396.1
2023-05-21T06:10:00,134.477,0.966,2208.799,2631.164
2023-05-21T06:15:00,61.989,0.948,2842.766,680.357
2023-05-21T06:20:00,51.164,0.995,1406.11,569.851
2023-05-21T06:25:00,50.146,0.969,1103.349,477.425
2023-05-21T06:30:00,45.362,1.004,290.527,435.89
2023-05-21T06:35:00,50.822,1.004,544.379,522.633
2023-05-21T06:40:00,66.252,1.001,1322.189,544.005
2023-05-21T06:45:00,119.257,0.935,1428.485,2587.339
2023-05-21T06:50:00,123.903,1.005,486.048,1905.743
2023-05-21T06:55:00,116.194,0.999,388.177,1912.854
2023-05-21T07:00:00,126.111,1.003,227.882,2033.225
2023-05-21T07:05:00,110.102,1.005,561.298,1724.757
2023-05-21T07:10:00,38.136,0.809,1006.07,193.549
2023-05-21T07:15:00,126.656,0.991,544.195,2283.949
2023-05-21T07:25:00,95.637,0.958,6666.795,1566.568
2023-05-21T07:30:00,45.528,0.979,474.516,410.889
2023-05-21T07:35:00,27.812,1.001,349.758,176.548
2023-05-21T07:40:00,134.047,1.002,802.682,1618.872
